0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
92.09385572,59.91791805,-146.82723065,-204.03709197,-200.97889713,-80.96993896,-5.75033851,27.15381099,-31.61429348,165.16082316,-93.20130349,50.92002676,56.92529534,-16.63745262
-33.86532596,70.73095777,-171.36022895,181.29577481,81.42804805,153.78688090,4.99941694,-93.52867455,139.04297165,116.71413984,-40.11257479,93.90700840,8.99978068,-145.33642820
-84.52740317,-60.45228493,37.59995226,-75.11328210,204.75583473,-137.52573073,-60.87861579,121.95594427,-140.64483110,-49.59820536,202.41090638,109.42105613,-48.49212702,-2.52601483
-143.75479207,248.32381946,-54.81256634,-148.31812451,-24.55972388,0.05521043,-6.33931315,-29.83539013,57.95989685,67.37953392,-125.44206173,-100.80125930,155.53934546,5.54741161
98.71121936,-41.10503517,-67.39089660,-61.26797937,-80.30017537,-29.57921275,-137.68027500,-25.32003010,32.63637566,-84.26676584,172.98582151,-33.18538031,71.96569963,-59.90028373
57.00397548,57.92033565,-117.72859652,28.65707967,-120.66651911,-108.97091498,163.18480983,-8.77599776,53.57054973,-97.95267941,85.78617753,69.92123915,19.81234224,-39.66031992
74.41324559,-50.20549480,-17.74239683,-77.67926496,-62.97560430,-35.07191967,-3.96139181,-144.76168352,39.34471718,17.56949128,134.70655326,-115.62425743,8.75162798,-29.45119137
-29.55328054,-151.01533736,-165.99475622,-25.08559515,191.86885660,131.61347592,129.11652560,54.53700686,-76.78877601,-87.30296888,-177.68578501,17.80161497,-42.85351066,62.01955541
-97.17274617,-48.92760885,-61.71809571,24.56277191,172.46019476,-240.82019416,-173.68340252,-42.36613604,100.10350205,-91.76801543,-86.77859126,-7.06960036,-112.74705053,-134.94842623
63.78975095,94.51211246,118.96594609,-147.96157518,195.71813681,107.80255267,-143.28705777,-108.64713953,130.94153271,100.88835629,169.54558767,-195.41106773,-11.45693562,-227.83448111
54.54262774,127.11606885,-58.29567241,-171.53240175,64.18910108,121.23312653,51.15268644,-63.07171312,-40.73560067,-18.10757921,92.69042502,112.86452268,51.13851952,60.99690290
118.07621635,-57.80523991,-109.41626195,139.65961895,-42.05776746,-111.08318402,126.61123151,176.70151886,59.80192549,-143.52648531,9.91749018,-51.85855553,-90.00623751,160.35798220
